img,contrast,correlation,energy,dissimilarity,ASM,homogeneity
ISIC_0024392,156.179558523465,0.9650073395538757,0.6478704792030245,2.1693637544054902,0.4197361578227566,0.7623303517446793
ISIC_0033084,1134.1266740864403,0.937006963834959,0.2312929411480958,9.601161194583565,0.0534964246249365,0.502864668543728
ISIC_0026502,632.4518419588203,0.9181974172066538,0.12592785167267218,6.431563717306624,0.01585782382689452,0.5293278623589734
ISIC_0029203,234.83360415507326,0.9840298125354735,0.44907603521255546,2.526217770358004,0.20166928540222834,0.7174069788604358
ISIC_0028172,1151.4443071786309,0.8397301974589367,0.2934468736242611,12.701350398812835,0.08611106763985305,0.4591382009061121
ISIC_0031603,546.0133073641255,0.9338592665629523,0.46091150248862023,6.053478018920423,0.21243941312631737,0.5952421673332264
ISIC_0026403,261.284578000371,0.952804673173709,0.3382962846371766,4.926210350584308,0.11444437619931762,0.519776156629769
ISIC_0026772,771.741250231868,0.919603477026981,0.2460767091116613,9.27331478389909,0.060553746767225164,0.49443453619708017
ISIC_0028833,1287.744455574105,0.9090085870775623,0.2036781195717025,10.870814320163236,0.04148477639226474,0.4620062751319312
ISIC_0032164,1164.7767167501388,0.8873419470855187,0.3160749785449614,11.14071600816175,0.09990339206219781,0.48605909110073614
ISIC_0028351,950.5742014468558,0.870064629567286,0.13218460182313482,11.986688925987758,0.017472768959140697,0.36693121283854946
ISIC_0032663,207.4704730105732,0.9813184282004359,0.16526185938870552,2.7204748655166022,0.02731148216861227,0.5779927123530919
ISIC_0034266,1035.6769578927845,0.8854506560570703,0.40545605159786524,9.891099981450566,0.16439460977733075,0.5985424808401015
ISIC_0032854,1165.8892747171215,0.9208619713873097,0.2675994076340571,11.045334817288074,0.07160944296609827,0.48319922640794316
ISIC_0029397,353.86809497310344,0.9251098307226419,0.5597961992518129,4.410413652383603,0.31337178469677535,0.6705309114594805
ISIC_0025780,442.5256575774439,0.9179176778891934,0.3316909462636857,6.9253682062697095,0.11001888383329926,0.5142722476996776
ISIC_0027750,435.1477833426079,0.969564821969812,0.33002748699016526,4.472747171211277,0.10891814216904369,0.6559100736090974
ISIC_0026447,910.9547505101095,0.9166215090799034,0.1490882492152532,8.443461324429604,0.022227306054069453,0.5585123765110536
ISIC_0028431,1431.149437952142,0.8040473058172176,0.4225596894829613,12.817276943053233,0.17855669117593667,0.5365931303888621
ISIC_0025618,1361.0983268410314,0.8933141404395393,0.16693781484961473,11.784537191615657,0.02786823402676425,0.4277669148001459
ISIC_0030701,1007.9166722314967,0.93183788589323,0.22981102317864605,8.538234093860137,0.052813106374416184,0.5883910273684926
ISIC_0024797,68.2555518456687,0.9719721053905291,0.5213648854517585,1.8109738452977182,0.27182134378212525,0.7322510211398926
ISIC_0027254,1347.0703839732887,0.9147020614729758,0.216856848837829,12.162166573919494,0.04702689288787302,0.4446618066635795
ISIC_0029500,1136.3548247078465,0.9113134730916385,0.21574920882493454,12.011296605453534,0.04654772110858521,0.4106166347865723
ISIC_0027095,704.4478760897795,0.9224426221284936,0.16558378206869032,7.570851419031721,0.027417988884171532,0.5055199001646664
ISIC_0030051,109.9774958263773,0.9633092590757272,0.5920742563518095,2.1168094973103324,0.35055192503454835,0.7411859900917139
ISIC_0027902,217.34838434427755,0.9460525548234537,0.6502522281771622,2.7437989241328147,0.42282796024936425,0.7533623860229608
ISIC_0026027,1114.5805564830273,0.8912762306666802,0.12469960500797034,11.40284548321276,0.015549991489143822,0.4193285235243953
ISIC_0033947,1085.8034093860135,0.8977574246210478,0.3783508926774557,10.606317937302912,0.1431493979898276,0.5135871927055566
ISIC_0027840,309.22718976071224,0.9500258328187978,0.5158926920462663,3.988065294008532,0.2661452697067438,0.6725260421871412
ISIC_0034039,430.8501650899648,0.9714879342687931,0.3298158424800225,4.4966944908180295,0.10877848995080701,0.6313576044155401
ISIC_0025999,699.1437469857171,0.9056638609444697,0.6181210787061898,5.962570951585977,0.3820736679409037,0.7220985421477305
ISIC_0026396,103.65958078278611,0.9446114150691882,0.6486699874237296,2.124963828603227,0.42077275258430147,0.7655766841107479
ISIC_0033950,100.66113151548875,0.9938710367158384,0.35036160367085356,1.7981747356705617,0.12275325332681225,0.6976803685491226
ISIC_0025949,141.06767575588944,0.9759593670081574,0.6101221267184788,2.0048673715451675,0.3722490095114795,0.772348922309679
